NOMBRE_COMUNA_EGRESO;IPS;PROMEDIO_COMUNA_gral;PROMEDIO_COMUNA_NOTA
VITACURA;3.32;731.0;731.0
PROVIDENCIA;20.18;702.340608312828;702.340608312828
LAS CONDES;13.19;586.05;586.05
LO BARNECHEA;24.97;586.1;586.1
ÑUÑOA;30.63;496.5;496.5
LAS CONDES;13.19;566.5;566.5
PROVIDENCIA;20.18;922.0;922.0
PROVIDENCIA;20.18;735.5;735.5
LO ESPEJO;87.0;558.0;558.0
ÑUÑOA;30.63;679.0;679.0
ÑUÑOA;30.63;783.0;783.0
PROVIDENCIA;20.18;916.5;916.5
PROVIDENCIA;20.18;534.0;534.0
PROVIDENCIA;20.18;592.74;592.74
PROVIDENCIA;20.18;831.5;831.5
LA REINA;32.42;410.41;410.41
PROVIDENCIA;20.18;674.0;674.0
LAS CONDES;13.19;858.0;858.0
ÑUÑOA;30.63;567.0;567.0
LA PINTANA;89.36;586.47;586.47
ÑUÑOA;30.63;913.5;913.5
PROVIDENCIA;20.18;514.5;514.5
LAS CONDES;13.19;832.5;832.5
LA PINTANA;89.36;537.0;537.0
MARIA PINTO;83.02;731.5;731.5
ÑUÑOA;30.63;782.0;782.0
LO BARNECHEA;24.97;502.5;502.5
ÑUÑOA;30.63;721.0;721.0
ÑUÑOA;30.63;392.0;392.0
LAS CONDES;13.19;740.0;740.0
LO BARNECHEA;24.97;400.47;400.47
VITACURA;3.32;474.5;474.5
LAS CONDES;13.19;637.52;637.52
ÑUÑOA;30.63;779.5;779.5
PROVIDENCIA;20.18;823.5;823.5
LO BARNECHEA;24.97;447.0;447.0
LAS CONDES;13.19;442.5;442.5
LO ESPEJO;87.0;571.82;571.82
VITACURA;3.32;524.0;524.0
LA PINTANA;89.36;618.14;618.14
PROVIDENCIA;20.18;742.0;742.0
LA REINA;32.42;594.6;594.6
VITACURA;3.32;789.5;789.5
LO BARNECHEA;24.97;572.13;572.13
PROVIDENCIA;20.18;829.5;829.5
PROVIDENCIA;20.18;868.0;868.0
LAS CONDES;13.19;575.43;575.43
PROVIDENCIA;20.18;858.0;858.0
LAS CONDES;13.19;591.0;591.0
LAS CONDES;13.19;684.0;684.0
PROVIDENCIA;20.18;824.0;824.0
PROVIDENCIA;20.18;621.36;621.36
LA REINA;32.42;739.0;739.0
PROVIDENCIA;20.18;677.5;677.5
LA PINTANA;89.36;576.0;576.0
ÑUÑOA;30.63;686.5;686.5
PROVIDENCIA;20.18;591.0;591.0
PROVIDENCIA;20.18;590.0;590.0
LAS CONDES;13.19;571.29;571.29
LAS CONDES;13.19;401.5;401.5
LA PINTANA;89.36;583.0;583.0
LAS CONDES;13.19;663.0;663.0
ÑUÑOA;30.63;627.0;627.0
PROVIDENCIA;20.18;442.5;442.5
PROVIDENCIA;20.18;655.0;655.0
CERRO NAVIA;85.74;626.59;626.59
PROVIDENCIA;20.18;596.79;596.79
LAS CONDES;13.19;842.4149535152369;842.4149535152369
LAS CONDES;13.19;403.18;403.18
VITACURA;3.32;864.44;864.44
LA REINA;32.42;906.5;906.5
LO BARNECHEA;24.97;885.0;885.0
LAS CONDES;13.19;926.5;926.5
LAS CONDES;13.19;587.92;587.92
LAS CONDES;13.19;592.58;592.58
LA PINTANA;89.36;572.5;572.5
LA PINTANA;89.36;494.5;494.5
PROVIDENCIA;20.18;773.5;773.5
LAS CONDES;13.19;799.0;799.0
ÑUÑOA;30.63;849.0;849.0
LAS CONDES;13.19;672.0;672.0
VITACURA;3.32;809.5;809.5
LA REINA;32.42;668.5;668.5
LAS CONDES;13.19;921.5;921.5
LAS CONDES;13.19;591.68;591.68
LAS CONDES;13.19;703.5;703.5
MARIA PINTO;83.02;674.5;674.5
ÑUÑOA;30.63;637.0;637.0
PROVIDENCIA;20.18;786.5;786.5
ÑUÑOA;30.63;647.0;647.0
LA REINA;32.42;519.5;519.5
LAS CONDES;13.19;911.0;911.0
PROVIDENCIA;20.18;920.0;920.0
LAS CONDES;13.19;723.5;723.5
ÑUÑOA;30.63;574.63;574.63
LAS CONDES;13.19;692.5;692.5
LO BARNECHEA;24.97;575.43;575.43
LAS CONDES;13.19;767.5;767.5
VITACURA;3.32;567.5;567.5
ÑUÑOA;30.63;717.0;717.0
ÑUÑOA;30.63;471.54;471.54
CERRO NAVIA;85.74;421.48;421.48
LAS CONDES;13.19;620.5;620.5
LA REINA;32.42;549.5;549.5
LAS CONDES;13.19;667.0;667.0
LAS CONDES;13.19;785.30716852244;785.30716852244
LA REINA;32.42;889.5;889.5
PROVIDENCIA;20.18;655.5;655.5
PROVIDENCIA;20.18;720.5;720.5
VITACURA;3.32;755.0;755.0
PROVIDENCIA;20.18;613.0;613.0
LAS CONDES;13.19;699.5;699.5
ÑUÑOA;30.63;896.5;896.5
LO BARNECHEA;24.97;625.0;625.0
PROVIDENCIA;20.18;577.27;577.27
VITACURA;3.32;766.0;766.0
LA REINA;32.42;777.5;777.5
ÑUÑOA;30.63;671.5;671.5
LAS CONDES;13.19;795.0;795.0
ÑUÑOA;30.63;595.0;595.0
LA REINA;32.42;769.0;769.0
ÑUÑOA;30.63;592.5;592.5
PROVIDENCIA;20.18;584.0;584.0
PROVIDENCIA;20.18;522.0;522.0
ÑUÑOA;30.63;608.0;608.0
ÑUÑOA;30.63;596.0;596.0
LAS CONDES;13.19;613.0;613.0
LAS CONDES;13.19;458.5;458.5
PROVIDENCIA;20.18;664.5;664.5
LO BARNECHEA;24.97;866.5;866.5
LA REINA;32.42;548.0;548.0
ÑUÑOA;30.63;696.0;696.0
LO BARNECHEA;24.97;751.0;751.0
LA REINA;32.42;574.5;574.5
LAS CONDES;13.19;798.0210013557657;798.0210013557657
LAS CONDES;13.19;413.22;413.22
ÑUÑOA;30.63;693.5;693.5
ÑUÑOA;30.63;427.0;427.0
LA REINA;32.42;682.0;682.0
VITACURA;3.32;601.69;601.69
LAS CONDES;13.19;649.5;649.5
LO BARNECHEA;24.97;658.0;658.0
PROVIDENCIA;20.18;729.5;729.5
LA REINA;32.42;832.0;832.0
ÑUÑOA;30.63;555.5;555.5
PROVIDENCIA;20.18;566.5;566.5
VITACURA;3.32;621.5;621.5
ÑUÑOA;30.63;570.5;570.5
ÑUÑOA;30.63;575.92;575.92
PROVIDENCIA;20.18;519.0;519.0
LA PINTANA;89.36;620.45;620.45
LO BARNECHEA;24.97;582.5;582.5
LAS CONDES;13.19;640.0;640.0
PROVIDENCIA;20.18;641.5;641.5
LAS CONDES;13.19;708.0;708.0
PROVIDENCIA;20.18;882.5;882.5
ÑUÑOA;30.63;573.55;573.55
LO ESPEJO;87.0;555.97;555.97
ÑUÑOA;30.63;703.0;703.0
LO BARNECHEA;24.97;688.0;688.0
LO BARNECHEA;24.97;828.5;828.5
ÑUÑOA;30.63;792.0;792.0
VITACURA;3.32;713.0;713.0
LAS CONDES;13.19;508.5;508.5
VITACURA;3.32;554.5;554.5
PROVIDENCIA;20.18;700.0;700.0
LA PINTANA;89.36;552.0;552.0
LA PINTANA;89.36;644.5;644.5
LA PINTANA;89.36;516.5;516.5
ÑUÑOA;30.63;597.94;597.94
ÑUÑOA;30.63;631.0;631.0
LO ESPEJO;87.0;566.85;566.85
LAS CONDES;13.19;675.5;675.5
ÑUÑOA;30.63;684.5;684.5
CERRO NAVIA;85.74;573.33;573.33
ÑUÑOA;30.63;545.5;545.5
LA REINA;32.42;831.5;831.5
LA REINA;32.42;589.99;589.99
LAS CONDES;13.19;597.5;597.5
ÑUÑOA;30.63;922.0;922.0
PROVIDENCIA;20.18;631.5;631.5
LA REINA;32.42;772.0;772.0
LA PINTANA;89.36;721.0;721.0
ÑUÑOA;30.63;702.5;702.5
PROVIDENCIA;20.18;592.43;592.43
PROVIDENCIA;20.18;526.0;526.0
PROVIDENCIA;20.18;725.4747167453437;725.4747167453437
VITACURA;3.32;453.5;453.5
PROVIDENCIA;20.18;685.0;685.0
LO BARNECHEA;24.97;562.08;562.08
PROVIDENCIA;20.18;607.0;607.0
LO BARNECHEA;24.97;636.0;636.0
ÑUÑOA;30.63;790.5;790.5
LA REINA;32.42;529.0;529.0
ÑUÑOA;30.63;584.0;584.0
LAS CONDES;13.19;613.5;613.5
ÑUÑOA;30.63;584.03;584.03
PROVIDENCIA;20.18;651.0;651.0
PROVIDENCIA;20.18;583.13;583.13
LAS CONDES;13.19;604.0;604.0
PROVIDENCIA;20.18;511.5;511.5
ÑUÑOA;30.63;699.0;699.0
PROVIDENCIA;20.18;614.0;614.0
PROVIDENCIA;20.18;549.0;549.0
LA REINA;32.42;393.68;393.68
ÑUÑOA;30.63;695.5;695.5
LO BARNECHEA;24.97;531.51;531.51
LA PINTANA;89.36;551.1;551.1
PROVIDENCIA;20.18;818.0;818.0
VITACURA;3.32;399.71;399.71
VITACURA;3.32;929.5;929.5
LO BARNECHEA;24.97;427.72;427.72
LA PINTANA;89.36;520.5;520.5
LAS CONDES;13.19;534.5;534.5
ÑUÑOA;30.63;579.0;579.0
ÑUÑOA;30.63;566.5;566.5
VITACURA;3.32;630.5;630.5
ÑUÑOA;30.63;798.0;798.0
ÑUÑOA;30.63;597.68;597.68
LA REINA;32.42;873.5;873.5
LA REINA;32.42;540.5;540.5
LO BARNECHEA;24.97;562.0;562.0
ÑUÑOA;30.63;501.0;501.0
PROVIDENCIA;20.18;548.5;548.5
LAS CONDES;13.19;599.22;599.22
LA PINTANA;89.36;832.5;832.5
CERRO NAVIA;85.74;568.67;568.67
PROVIDENCIA;20.18;692.0;692.0
LAS CONDES;13.19;742.0;742.0
ÑUÑOA;30.63;745.5;745.5
LA REINA;32.42;566.0;566.0
LAS CONDES;13.19;519.5;519.5
LA REINA;32.42;692.0;692.0
CERRO NAVIA;85.74;552.0;552.0
MARIA PINTO;83.02;562.0;562.0
ÑUÑOA;30.63;579.97;579.97
PROVIDENCIA;20.18;613.56;613.56
LAS CONDES;13.19;597.68;597.68
PROVIDENCIA;20.18;592.19;592.19
PROVIDENCIA;20.18;637.5;637.5
LA REINA;32.42;699.5;699.5
LAS CONDES;13.19;870.5;870.5
ÑUÑOA;30.63;825.5;825.5
PROVIDENCIA;20.18;558.5;558.5
LA REINA;32.42;637.0;637.0
LA REINA;32.42;513.5;513.5
LA PINTANA;89.36;636.62;636.62
LO BARNECHEA;24.97;618.5;618.5
ÑUÑOA;30.63;785.5;785.5
LA REINA;32.42;607.0;607.0
CERRO NAVIA;85.74;876.5;876.5
CERRO NAVIA;85.74;502.5;502.5
LA REINA;32.42;540.0;540.0
ÑUÑOA;30.63;415.0;415.0
LA REINA;32.42;599.5;599.5
PROVIDENCIA;20.18;597.51;597.51
PROVIDENCIA;20.18;600.15;600.15
PROVIDENCIA;20.18;764.5;764.5
LO BARNECHEA;24.97;856.0;856.0
ÑUÑOA;30.63;774.5;774.5
ÑUÑOA;30.63;621.0;621.0
LA REINA;32.42;702.0;702.0
PROVIDENCIA;20.18;833.5;833.5
LAS CONDES;13.19;494.0;494.0
LA REINA;32.42;572.5;572.5
LAS CONDES;13.19;843.0;843.0
ÑUÑOA;30.63;574.5;574.5
LA PINTANA;89.36;580.5;580.5
ÑUÑOA;30.63;550.0;550.0
LA REINA;32.42;664.0;664.0
LAS CONDES;13.19;715.5;715.5
LAS CONDES;13.19;795.5;795.5
LA REINA;32.42;658.0;658.0
ÑUÑOA;30.63;578.5;578.5
ÑUÑOA;30.63;781.0;781.0
LA REINA;32.42;597.0;597.0
PROVIDENCIA;20.18;879.0;879.0
VITACURA;3.32;653.0;653.0
LA PINTANA;89.36;585.41;585.41
LA PINTANA;89.36;373.0;373.0
PROVIDENCIA;20.18;807.0;807.0
PROVIDENCIA;20.18;600.51;600.51
ÑUÑOA;30.63;879.0;879.0
LAS CONDES;13.19;605.99;605.99
PROVIDENCIA;20.18;570.5;570.5
ÑUÑOA;30.63;601.0;601.0
CERRO NAVIA;85.74;587.98;587.98
VITACURA;3.32;767.5;767.5
LAS CONDES;13.19;439.0;439.0
ÑUÑOA;30.63;477.5;477.5
LO BARNECHEA;24.97;416.69;416.69
PROVIDENCIA;20.18;489.0;489.0
ÑUÑOA;30.63;847.0;847.0
ÑUÑOA;30.63;616.0;616.0
LA REINA;32.42;420.73;420.73
LAS CONDES;13.19;830.0;830.0
LA REINA;32.42;425.0;425.0
CERRO NAVIA;85.74;628.5;628.5
PROVIDENCIA;20.18;719.5;719.5
ÑUÑOA;30.63;398.5;398.5
VITACURA;3.32;828.0;828.0
PROVIDENCIA;20.18;791.5;791.5
LA REINA;32.42;574.48;574.48
ÑUÑOA;30.63;517.5;517.5
LAS CONDES;13.19;621.25;621.25
ÑUÑOA;30.63;881.67;881.67
LA PINTANA;89.36;565.68;565.68
LAS CONDES;13.19;823.5;823.5
ÑUÑOA;30.63;602.91;602.91
LAS CONDES;13.19;692.0;692.0
VITACURA;3.32;540.5;540.5
PROVIDENCIA;20.18;698.0;698.0
PROVIDENCIA;20.18;633.5;633.5
CERRO NAVIA;85.74;611.5;611.5
LA PINTANA;89.36;623.22;623.22
PROVIDENCIA;20.18;643.5;643.5
PROVIDENCIA;20.18;534.5;534.5
CERRO NAVIA;85.74;493.5;493.5
LA REINA;32.42;530.0;530.0
ÑUÑOA;30.63;753.0;753.0
PROVIDENCIA;20.18;838.0;838.0
PROVIDENCIA;20.18;909.5;909.5
LA PINTANA;89.36;693.0;693.0
LA PINTANA;89.36;576.93;576.93
PROVIDENCIA;20.18;426.46;426.46
LA PINTANA;89.36;611.0;611.0
LAS CONDES;13.19;625.0;625.0
LAS CONDES;13.19;524.0;524.0
LAS CONDES;13.19;575.0;575.0
LAS CONDES;13.19;375.5;375.5
LA REINA;32.42;757.0;757.0
LAS CONDES;13.19;805.5;805.5
PROVIDENCIA;20.18;837.5;837.5
LAS CONDES;13.19;492.5;492.5
ÑUÑOA;30.63;404.0;404.0
LA REINA;32.42;879.0;879.0
PROVIDENCIA;20.18;587.68;587.68
ÑUÑOA;30.63;613.27;613.27
LAS CONDES;13.19;726.0;726.0
PROVIDENCIA;20.18;730.0;730.0
LA REINA;32.42;766.0;766.0
ÑUÑOA;30.63;604.0;604.0
PROVIDENCIA;20.18;545.5;545.5
PROVIDENCIA;20.18;713.0;713.0
PROVIDENCIA;20.18;608.5;608.5
CERRO NAVIA;85.74;577.29;577.29
ÑUÑOA;30.63;701.5;701.5
LA REINA;32.42;613.23;613.23
LAS CONDES;13.19;753.0;753.0
ÑUÑOA;30.63;791.5;791.5
LAS CONDES;13.19;704.0;704.0
LO BARNECHEA;24.97;722.0;722.0
PROVIDENCIA;20.18;412.21;412.21
PROVIDENCIA;20.18;749.5;749.5
ÑUÑOA;30.63;877.0;877.0
ÑUÑOA;30.63;670.0;670.0
VITACURA;3.32;552.5;552.5
VITACURA;3.32;573.5;573.5
ÑUÑOA;30.63;621.29;621.29
LA PINTANA;89.36;787.0;787.0
LA PINTANA;89.36;622.0;622.0
LA PINTANA;89.36;721.5;721.5
LO ESPEJO;87.0;719.5;719.5
VITACURA;3.32;648.5;648.5
PROVIDENCIA;20.18;454.5;454.5
LA REINA;32.42;819.0;819.0
PROVIDENCIA;20.18;703.5;703.5
LA REINA;32.42;535.5;535.5
PROVIDENCIA;20.18;592.0;592.0
LA REINA;32.42;687.0;687.0
ÑUÑOA;30.63;776.5;776.5
ÑUÑOA;30.63;491.0;491.0
LAS CONDES;13.19;817.5;817.5
ÑUÑOA;30.63;462.5;462.5
LAS CONDES;13.19;655.5;655.5
LAS CONDES;13.19;699.0;699.0
LAS CONDES;13.19;878.0;878.0
PROVIDENCIA;20.18;710.5;710.5
CERRO NAVIA;85.74;543.0;543.0
ÑUÑOA;30.63;584.5;584.5
PROVIDENCIA;20.18;849.0;849.0
PROVIDENCIA;20.18;532.5;532.5
LA REINA;32.42;592.81;592.81
VITACURA;3.32;584.5;584.5
LA PINTANA;89.36;602.5;602.5
PROVIDENCIA;20.18;569.0;569.0
ÑUÑOA;30.63;920.5;920.5
LA REINA;32.42;813.5;813.5
LAS CONDES;13.19;408.51;408.51
VITACURA;3.32;710.0;710.0
CERRO NAVIA;85.74;565.16;565.16
LAS CONDES;13.19;677.0;677.0
ÑUÑOA;30.63;582.45;582.45
LA REINA;32.42;879.5;879.5
VITACURA;3.32;579.88;579.88
ÑUÑOA;30.63;728.0;728.0
PROVIDENCIA;20.18;638.5;638.5
PROVIDENCIA;20.18;798.0;798.0
LAS CONDES;13.19;598.42;598.42
ÑUÑOA;30.63;682.5;682.5
ÑUÑOA;30.63;777.5;777.5
LA REINA;32.42;741.0;741.0
LA REINA;32.42;683.5;683.5
ÑUÑOA;30.63;591.12;591.12
VITACURA;3.32;850.5;850.5
ÑUÑOA;30.63;460.5;460.5
PROVIDENCIA;20.18;897.5;897.5
LAS CONDES;13.19;832.0;832.0
ÑUÑOA;30.63;393.0;393.0
LO BARNECHEA;24.97;609.0;609.0
PROVIDENCIA;20.18;602.94;602.94
LA PINTANA;89.36;467.36;467.36
LA PINTANA;89.36;572.0;572.0
LA PINTANA;89.36;809.0;809.0
LA PINTANA;89.36;682.5;682.5
PROVIDENCIA;20.18;735.0;735.0
PROVIDENCIA;20.18;732.94;732.94
LA PINTANA;89.36;571.66;571.66
ÑUÑOA;30.63;626.5;626.5
ÑUÑOA;30.63;546.0;546.0
LAS CONDES;13.19;707.0;707.0
LA REINA;32.42;595.16;595.16
LAS CONDES;13.19;598.39;598.39
PROVIDENCIA;20.18;818.5;818.5
CERRO NAVIA;85.74;785.0;785.0
PROVIDENCIA;20.18;607.5;607.5
ÑUÑOA;30.63;410.68;410.68
VITACURA;3.32;765.5;765.5
LO BARNECHEA;24.97;764.5;764.5
ÑUÑOA;30.63;548.5;548.5
LO BARNECHEA;24.97;604.0;604.0
LAS CONDES;13.19;622.5;622.5
ÑUÑOA;30.63;702.0;702.0
ÑUÑOA;30.63;442.0;442.0
LO BARNECHEA;24.97;863.0;863.0
LAS CONDES;13.19;856.0;856.0
LAS CONDES;13.19;657.0;657.0
ÑUÑOA;30.63;594.55;594.55
PROVIDENCIA;20.18;794.0;794.0
LAS CONDES;13.19;548.5;548.5
LAS CONDES;13.19;456.5;456.5
LA PINTANA;89.36;487.5;487.5
ÑUÑOA;30.63;437.0;437.0
CERRO NAVIA;85.74;468.21;468.21
LA REINA;32.42;561.5;561.5
LA REINA;32.42;789.0;789.0
LAS CONDES;13.19;819.0;819.0
ÑUÑOA;30.63;844.5;844.5
LO ESPEJO;87.0;740.0;740.0
VITACURA;3.32;639.86;639.86
PROVIDENCIA;20.18;510.27;510.27
PROVIDENCIA;20.18;574.73;574.73
LAS CONDES;13.19;688.0;688.0
ÑUÑOA;30.63;532.74;532.74
LAS CONDES;13.19;740.5;740.5
LAS CONDES;13.19;600.6;600.6
PROVIDENCIA;20.18;472.0;472.0
LAS CONDES;13.19;610.5;610.5
PROVIDENCIA;20.18;904.0;904.0
ÑUÑOA;30.63;524.5;524.5
LA PINTANA;89.36;582.56;582.56
LAS CONDES;13.19;602.33;602.33
LO ESPEJO;87.0;579.99;579.99
ÑUÑOA;30.63;713.0;713.0
PROVIDENCIA;20.18;619.56;619.56
LAS CONDES;13.19;587.58;587.58
PROVIDENCIA;20.18;530.0;530.0
LAS CONDES;13.19;708.5;708.5
PROVIDENCIA;20.18;603.0;603.0
LA REINA;32.42;586.84;586.84
LAS CONDES;13.19;425.5;425.5
PROVIDENCIA;20.18;585.5;585.5
PROVIDENCIA;20.18;786.0;786.0
VITACURA;3.32;684.0;684.0
LAS CONDES;13.19;637.5;637.5
PROVIDENCIA;20.18;839.0;839.0
CERRO NAVIA;85.74;593.5;593.5
LAS CONDES;13.19;792.5;792.5
LAS CONDES;13.19;725.0;725.0
PROVIDENCIA;20.18;831.0;831.0
PROVIDENCIA;20.18;883.0;883.0
ÑUÑOA;30.63;772.5;772.5
ÑUÑOA;30.63;820.5;820.5
LO ESPEJO;87.0;606.46;606.46
LA REINA;32.42;577.5;577.5
LO BARNECHEA;24.97;777.6029850362706;777.6029850362706
PROVIDENCIA;20.18;890.2;890.2
PROVIDENCIA;20.18;584.5;584.5
PROVIDENCIA;20.18;648.0;648.0
VITACURA;3.32;623.58;623.58
ÑUÑOA;30.63;819.0;819.0
PROVIDENCIA;20.18;407.34;407.34
ÑUÑOA;30.63;735.1294420522149;735.1294420522149
LAS CONDES;13.19;660.0;660.0
LAS CONDES;13.19;745.0;745.0
LA REINA;32.42;704.5;704.5
LAS CONDES;13.19;629.63;629.63
LAS CONDES;13.19;872.5;872.5
PROVIDENCIA;20.18;747.5;747.5
ÑUÑOA;30.63;764.5;764.5
LA PINTANA;89.36;581.51;581.51
LA PINTANA;89.36;553.0;553.0
PROVIDENCIA;20.18;762.5;762.5
PROVIDENCIA;20.18;647.5;647.5
LAS CONDES;13.19;923.0;923.0
LA REINA;32.42;834.0;834.0
PROVIDENCIA;20.18;629.5;629.5
PROVIDENCIA;20.18;605.06;605.06
LO BARNECHEA;24.97;773.5;773.5
LA PINTANA;89.36;493.5;493.5
LAS CONDES;13.19;598.0;598.0
ÑUÑOA;30.63;832.5;832.5
ÑUÑOA;30.63;612.61;612.61
LO BARNECHEA;24.97;413.0;413.0
LO BARNECHEA;24.97;592.5;592.5
LO BARNECHEA;24.97;482.0;482.0
ÑUÑOA;30.63;368.5;368.5
LA REINA;32.42;585.73;585.73
ÑUÑOA;30.63;591.97;591.97
LO BARNECHEA;24.97;599.21;599.21
PROVIDENCIA;20.18;782.5;782.5
ÑUÑOA;30.63;575.33;575.33
LO BARNECHEA;24.97;815.0;815.0
PROVIDENCIA;20.18;793.0;793.0
ÑUÑOA;30.63;779.0;779.0
LA PINTANA;89.36;636.0;636.0
PROVIDENCIA;20.18;653.5;653.5
PROVIDENCIA;20.18;819.4287011935235;819.4287011935235
ÑUÑOA;30.63;481.0;481.0
LAS CONDES;13.19;852.5;852.5
LAS CONDES;13.19;857.5;857.5
LA REINA;32.42;576.66;576.66
ÑUÑOA;30.63;678.0;678.0
LA REINA;32.42;463.0;463.0
PROVIDENCIA;20.18;780.5;780.5
PROVIDENCIA;20.18;595.26;595.26
LAS CONDES;13.19;782.5;782.5
ÑUÑOA;30.63;439.5;439.5
LO ESPEJO;87.0;706.0;706.0
VITACURA;3.32;556.5;556.5
PROVIDENCIA;20.18;751.5;751.5
LAS CONDES;13.19;897.5;897.5
VITACURA;3.32;701.0;701.0
LAS CONDES;13.19;587.0;587.0
LA PINTANA;89.36;652.84;652.84
ÑUÑOA;30.63;888.0;888.0
LAS CONDES;13.19;851.5;851.5
LO ESPEJO;87.0;670.0;670.0
LA REINA;32.42;458.0;458.0
VITACURA;3.32;406.9;406.9
LA REINA;32.42;774.5;774.5
LAS CONDES;13.19;848.5;848.5
LAS CONDES;13.19;800.5;800.5
LA REINA;32.42;556.5;556.5
PROVIDENCIA;20.18;616.79;616.79
VITACURA;3.32;611.11;611.11
PROVIDENCIA;20.18;420.0;420.0
ÑUÑOA;30.63;483.0;483.0
VITACURA;3.32;554.0;554.0
VITACURA;3.32;597.42;597.42
ÑUÑOA;30.63;802.0;802.0
LA REINA;32.42;565.0;565.0
PROVIDENCIA;20.18;595.5;595.5
LAS CONDES;13.19;628.52;628.52
LAS CONDES;13.19;736.5;736.5
ÑUÑOA;30.63;646.5;646.5
VITACURA;3.32;725.0;725.0
LA PINTANA;89.36;611.84;611.84
LA PINTANA;89.36;449.5;449.5
PROVIDENCIA;20.18;504.5;504.5
VITACURA;3.32;930.5;930.5
LAS CONDES;13.19;601.43;601.43
LAS CONDES;13.19;517.5;517.5
ÑUÑOA;30.63;907.5;907.5
LO BARNECHEA;24.97;596.71;596.71
PROVIDENCIA;20.18;666.5;666.5
LAS CONDES;13.19;566.8;566.8
ÑUÑOA;30.63;601.55;601.55
ÑUÑOA;30.63;633.5;633.5
ÑUÑOA;30.63;624.51;624.51
LA PINTANA;89.36;581.0;581.0
PROVIDENCIA;20.18;859.5;859.5
PROVIDENCIA;20.18;706.5;706.5
PROVIDENCIA;20.18;810.0;810.0
PROVIDENCIA;20.18;724.5;724.5
PROVIDENCIA;20.18;586.81;586.81
ÑUÑOA;30.63;626.62;626.62
VITACURA;3.32;835.5;835.5
ÑUÑOA;30.63;609.5;609.5
LO BARNECHEA;24.97;594.78;594.78
CERRO NAVIA;85.74;614.5;614.5
VITACURA;3.32;635.97;635.97
LAS CONDES;13.19;574.0;574.0
LAS CONDES;13.19;535.5;535.5
LA REINA;32.42;596.36;596.36
ÑUÑOA;30.63;480.5;480.5
LA REINA;32.42;697.5;697.5
LAS CONDES;13.19;821.5;821.5
ÑUÑOA;30.63;431.0;431.0
LO ESPEJO;87.0;644.0;644.0
LA PINTANA;89.36;562.5;562.5
VITACURA;3.32;786.5;786.5
LAS CONDES;13.19;820.5;820.5
VITACURA;3.32;682.0;682.0
VITACURA;3.32;600.44;600.44
ÑUÑOA;30.63;556.0;556.0
LA REINA;32.42;787.0;787.0
LAS CONDES;13.19;586.95;586.95
LA REINA;32.42;619.0;619.0
LO ESPEJO;87.0;680.5;680.5
ÑUÑOA;30.63;580.0;580.0
PROVIDENCIA;20.18;465.5;465.5
VITACURA;3.32;340.0;340.0
VITACURA;3.32;616.0;616.0
ÑUÑOA;30.63;596.5;596.5
CERRO NAVIA;85.74;414.0;414.0
ÑUÑOA;30.63;610.5;610.5
LA PINTANA;89.36;401.87;401.87
LA PINTANA;89.36;580.24;580.24
LA PINTANA;89.36;539.5;539.5
PROVIDENCIA;20.18;838.5;838.5
LA PINTANA;89.36;623.0;623.0
PROVIDENCIA;20.18;690.0;690.0
LA REINA;32.42;575.19;575.19
LAS CONDES;13.19;815.0;815.0
LO BARNECHEA;24.97;667.5;667.5
LA REINA;32.42;790.0;790.0
ÑUÑOA;30.63;810.0;810.0
ÑUÑOA;30.63;512.5;512.5
LA REINA;32.42;601.0;601.0
LA REINA;32.42;732.0;732.0
LAS CONDES;13.19;823.0;823.0
LA REINA;32.42;612.02;612.02
PROVIDENCIA;20.18;790.5;790.5
PROVIDENCIA;20.18;473.0;473.0
VITACURA;3.32;510.0;510.0
PROVIDENCIA;20.18;673.0;673.0
LA PINTANA;89.36;554.5;554.5
VITACURA;3.32;588.91;588.91
ÑUÑOA;30.63;705.5;705.5
ÑUÑOA;30.63;498.0;498.0
ÑUÑOA;30.63;737.5;737.5
LAS CONDES;13.19;589.44;589.44
ÑUÑOA;30.63;683.5;683.5
ÑUÑOA;30.63;500.5;500.5
ÑUÑOA;30.63;462.75;462.75
ÑUÑOA;30.63;804.5;804.5
LA REINA;32.42;531.5;531.5
LA REINA;32.42;808.5;808.5
ÑUÑOA;30.63;621.5;621.5
CERRO NAVIA;85.74;779.0;779.0
ÑUÑOA;30.63;599.5;599.5
LO BARNECHEA;24.97;415.77;415.77
PROVIDENCIA;20.18;691.5;691.5
PROVIDENCIA;20.18;638.36;638.36
PROVIDENCIA;20.18;638.0;638.0
ÑUÑOA;30.63;509.5;509.5
PROVIDENCIA;20.18;677.0;677.0
LA REINA;32.42;745.0;745.0
LA REINA;32.42;657.0;657.0
PROVIDENCIA;20.18;498.5;498.5
ÑUÑOA;30.63;931.5;931.5
PROVIDENCIA;20.18;630.0;630.0
VITACURA;3.32;827.0;827.0
VITACURA;3.32;443.28;443.28
ÑUÑOA;30.63;888.5;888.5
LA PINTANA;89.36;585.13;585.13
ÑUÑOA;30.63;593.5;593.5
LO BARNECHEA;24.97;821.0;821.0
LAS CONDES;13.19;589.5;589.5
PROVIDENCIA;20.18;683.0;683.0
ÑUÑOA;30.63;845.5;845.5
PROVIDENCIA;20.18;660.5;660.5
PROVIDENCIA;20.18;498.0;498.0
LAS CONDES;13.19;516.5;516.5
LA REINA;32.42;479.0;479.0
VITACURA;3.32;748.4068801736807;748.4068801736807
